"address","attributes","business_id","categories","city","hours","is_open","latitude","longitude","name","neighborhood","postal_code","review_count","stars","state","type"
"4105 W Sahara Ave","BikeParking: False,BusinessAcceptsCreditCards: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True},OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,HasTV: False,RestaurantsReservations: True,Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}","q4i-GbjeSp6ucBDXGE9DqA","Thai,Restaurants,Noodles","Las Vegas","Monday 10:0-2:0,Tuesday 10:0-2:0,Wednesday 10:0-2:0,Thursday 10:0-2:0,Friday 10:0-2:0,Saturday 10:0-2:0,Sunday 10:0-2:0",1,36.1440225,-115.195896,"Imsiam Thai Restaurant and Noodle","Westside",89102,21,4.5,"NV","business"
"7320 S Rainbow Blvd, Ste 105","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: True,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTakeOut: True,WiFi: no","sM43AJF72Lv7RVsy3jEuIg","Sandwiches,Restaurants,Fast Food","Las Vegas","",1,36.0554554752,-115.241407124,"Subway","Southwest",89139,15,3,"NV","business"
"1780 N Buffalo Dr","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","BmyRJmbVm4jGlkXg4ncLJQ","Mexican,Restaurants","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-22:0,Saturday 9:0-22:0,Sunday 9:0-22:0",0,36.1915723,-115.2593102,"Fiesta Chips & Salsa","",89128,38,3,"NV","business"
"3732 Las Vegas Blvd S","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True},Caters: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: dressy,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 4,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: False,WheelchairAccessible: True,WiFi: no","f9sU31meK0bqAD7922sCog","Mediterranean,Restaurants,American (New)","Las Vegas","Monday 17:30-22:30,Tuesday 17:30-22:30,Wednesday 17:30-22:30,Thursday 17:30-22:30,Friday 17:30-22:30,Saturday 17:30-22:30,Sunday 18:0-22:30",1,36.1081923221,-115.176013461,"Sage","The Strip",89109,917,4,"NV","business"
"3131 Las Vegas Blvd S","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BYOB: False,BYOBCorkage: no,BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","Do4n_yK_K6DmR9_Es5qwlA","Restaurants,Desserts,Coffee & Tea,Food,Sandwiches,Delis,Cafes","Las Vegas","Monday 0:0-0:0,Tuesday 0:0-0:0,Wednesday 0:0-0:0,Thursday 0:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.1265953,-115.1653652,"Drugstore Cafe","The Strip",89109,148,3.5,"NV","business"
"3799 Las Vegas Blvd S","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BYOB: False,BYOBCorkage: no,BikeParking: False,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True},Caters: False,Corkage: False,DogsAllowed: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,Open24Hours: False,OutdoorSeating: False,RestaurantsAttire: dressy,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 4,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","xkVMIk_Vqh17f48ZQ_6b0w","Steakhouses,Restaurants,Cheesesteaks,Food,American (New),Desserts","Las Vegas","Monday 17:0-22:0,Tuesday 17:0-22:0,Wednesday 17:0-22:0,Thursday 17:0-22:0,Friday 17:0-22:30,Saturday 17:0-22:30,Sunday 17:0-22:0",1,36.102918,-115.169751,"Tom Colicchio's Craftsteak","The Strip",89109,1915,4,"NV","business"
"3200 S Las Vegas Blvd","Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTakeOut: True,WheelchairAccessible: True","mgc8BmE6Tdt4MVOy6siZoA","Food Court,Restaurants,Food","Las Vegas","",1,36.1272241,-115.1715512,"Food Court at Fashion Show Mall","The Strip",89109,35,2.5,"NV","business"
"The Linq Hotel And Casino, 3535 S Las Vegas Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","Uux8P1ruzjPTQgOeYx68rg","Cafes,Coffee & Tea,Food,Breakfast & Brunch,Restaurants","Las Vegas","Monday 6:0-0:0,Tuesday 6:0-0:0,Wednesday 6:0-0:0,Thursday 6:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.1181654,-115.1706363,"Nook Café","The Strip",89109,63,3.5,"NV","business"
"3743 S Las Vegas Blvd","BikeParking: True,BusinessAcceptsCreditCards: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTakeOut: True","BvV9SSaQhC4fvpC3XyQjjA","Hawaiian,Italian,Restaurants","Las Vegas","Monday 11:0-21:0,Tuesday 11:0-21:0,Wednesday 11:0-21:0,Thursday 11:0-21:0,Friday 11:0-22:0,Saturday 11:0-22:0",0,36.1067305,-115.1719754,"Island Flavor","The Strip",89109,4,4,"NV","business"
"5115 W Spring Mountain Rd, Ste 107","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,CoatCheck: False,DogsAllowed: False,GoodForDancing: True,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: outdoor,WheelchairAccessible: True,WiFi: free","w_A1qFeQ3vOl7o4kdBxPXA","Karaoke,Coffee & Tea,Bars,Restaurants,Lounges,Asian Fusion,Nightlife,Food,Cafes","Las Vegas","Monday 19:0-4:0,Tuesday 19:0-4:0,Wednesday 19:0-4:0,Thursday 19:0-4:0,Friday 13:0-4:0,Saturday 13:0-4:0,Sunday 13:0-3:0",0,36.1260441832,-115.211447937,"Muse Asian Cuisine & Lounge","Chinatown",89146,14,3.5,"NV","business"
"5740 Spring Mountain Rd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","XlUuMGMvkzy_QLAUTEe-fw","Restaurants,Szechuan,Chinese,Halal,Dim Sum","Las Vegas","Monday 11:0-0:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-22:0,Saturday 11:0-22:0,Sunday 11:0-22:0",0,36.1260788,-115.2198304,"Dumpling King","Chinatown",89146,120,3.5,"NV","business"
"8053 N Durango Dr, Ste 160","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,DogsAllowed: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: False,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","n8XlV8E3BUBBF1gCe6mvEg","Restaurants,Beer,Wine & Spirits,Delis,Food,Grocery","Las Vegas","Monday 9:0-21:0,Tuesday 9:0-21:0,Wednesday 9:0-21:0,Thursday 9:0-21:0,Friday 9:0-21:0,Saturday 9:0-21:0,Sunday 9:0-21:0",0,36.3076324,-115.2785988,"House of Vino","Centennial",89131,34,3.5,"NV","business"
"333 S Valley View Blvd","Alcohol: beer_and_wine,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True","2BbFeotL85cIaBjSq1SWiA","Restaurants,American (New)","Las Vegas","Monday 11:0-15:0,Tuesday 11:0-15:0,Wednesday 11:0-15:0,Thursday 11:0-15:0,Friday 11:0-15:0,Saturday 11:0-18:0,Sunday 11:0-18:0",0,36.1680995,-115.1922304,"Springs Cafe by Wolfgang Puck","Westside",89107,23,2.5,"NV","business"
"Hard Rock Hotel & Casino, 4455 Paradise Rd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BYOB: False,BYOBCorkage: no,BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: loud,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsCounterService: True,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","d4qwVw4PcN-_2mK2o1Ro1g","Mexican,Restaurants","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-0:0,Saturday 11:0-0:0,Sunday 11:0-22:0",1,36.1100828,-115.1538714,"Pink Taco","Eastside",89169,841,3.5,"NV","business"
"29 N 30th St","Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},Caters: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsTakeOut: True","OdkdPXjzrSvx5XW2t4pS2A","Food,Restaurants,Food Trucks,Asian Fusion","Las Vegas","",1,36.16014,-115.108375,"Robo Duck Truck","Downtown",89101,6,4.5,"NV","business"
"6005 S Fort Apache Rd, Ste 120","BusinessAcceptsCreditCards: True,GoodForKids: True,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsReservations: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},RestaurantsAttire: casual,RestaurantsPriceRange2: 1,RestaurantsTakeOut: True","xxaqaD9IVsqxiNF8FoHdYA","Restaurants,Sandwiches,Delis","Las Vegas","",1,36.0794089,-115.2980311,"Port of Subs","Spring Valley",89148,5,5,"NV","business"
"5825 W Sahara Ave","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: quiet,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: free","r1Uj2CHlp0N3U_XKMIk_GA","Restaurants,Cafes,Delis,Food,Bakeries,American (New)","Las Vegas","Monday 6:30-20:0,Tuesday 6:30-20:0,Wednesday 6:30-20:0,Thursday 6:30-20:0,Friday 6:30-20:0,Saturday 6:30-20:0",0,36.142796,-115.221713,"Chieti Coffee & Roasting","Westside",89146,34,4,"NV","business"
"2170 South Rainbow Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTakeOut: True","_Aj02-sb1QDNIVXK64qTVw","Breakfast & Brunch,Food,Restaurants,Coffee & Tea","Las Vegas","",0,36.1481287,-115.2426539,"Jolly Beans Cafe-Rainbow","Westside",89146,8,4,"NV","business"
"4490 Spring Mountain Rd","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","4k3RlMAMd46DZ_JyZU0lMg","Japanese,Restaurants,Ramen,Noodles","Las Vegas","Monday 11:30-23:0,Tuesday 11:30-23:0,Wednesday 11:30-23:0,Thursday 11:30-23:0,Friday 11:30-23:0,Saturday 11:30-23:0,Sunday 11:30-23:0",1,36.1265262,-115.2017756,"Ramen Sora","Chinatown",89102,1008,4,"NV","business"
